Action ID,Priority,Issue ID,Audit Name,Source Report File,Source Row Number,DS Component,DS Source Path,WCAG SC,Issue Summary,Impact,Auditor Validation Status,Raw Auditor Validation Value,Auditor Link,Fix Landed (fill in),Fixed in DS Version (fill in),Marked Fixed In Report (Y/N),Verified By (fill in)
DS-031,P2,2350496,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,171,Live-region components (Toast / Message / Spinner / Grid),"core/components/atoms/toast, core/components/atoms/message, core/components/atoms/spinner, core/components/organisms/grid",4.1.3,Status message not automatically announced,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-032,P2,2711518,Innovaccer - DAP and Analytics Web Audit - Retest,report 2.csv,4,Navigation (list markup),core/components/organisms/navigation,1.3.1,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements",Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/878fe7e8-63d0-11f1-8176-0f09a18241fa/issue/51419cb2-5ea3-417f-8b76-e577d72ee12c,,,,
DS-032,P2,2354586,Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit,report 4.csv,33,Navigation (list markup),core/components/organisms/navigation,1.3.1,Visual list is not marked up as list,Serious,Open,Not Fixed,,,,,
DS-032,P2,2353878,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,185,Navigation (list markup),core/components/organisms/navigation,1.3.1,Visual list is not marked up as list,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-032,P2,2353900,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,198,Navigation (list markup),core/components/organisms/navigation,1.3.1,Visual list is not marked up as list,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-032,P2,2355307,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,219,Navigation (list markup),core/components/organisms/navigation,1.3.1,Visual list is not marked up as list,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-033,P2,2355212,Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit,report 4.csv,101,Design tokens — colour palette,"css/src/tokens/index.css, css/src/variables/index.css",1.4.11,Active user interface component lacks 3 to 1 contrast ratio,Serious,Open,Not Fixed,,,,,
DS-033,P2,2355215,Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit,report 4.csv,103,Design tokens — colour palette,"css/src/tokens/index.css, css/src/variables/index.css",1.4.11,Active user interface component lacks 3 to 1 contrast ratio,Serious,Open,Not Fixed,,,,,
DS-033,P2,2353649,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,175,Design tokens — colour palette,"css/src/tokens/index.css, css/src/variables/index.css",1.4.11,An icon lacks 3 to 1 contrast ratio,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-033,P2,2353984,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,200,Design tokens — colour palette,"css/src/tokens/index.css, css/src/variables/index.css",1.4.11,An icon lacks 3 to 1 contrast ratio,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-034,P2,2345488,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,58,Input,core/components/atoms/input,1.4.3,Placeholder text lacks 4.5:1 contrast ratio,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/d81a2338-b2f3-11f0-bd21-eb7eb41dee14,,,,
DS-034,P2,2342544,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,78,Input,core/components/atoms/input,1.4.3,Placeholder text lacks 4.5:1 contrast ratio,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/1ec3e6c0-b0a1-11f0-8af6-fbe333191d68,,,,
DS-034,P2,2371018,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,89,Input,core/components/atoms/input,1.4.3,Placeholder text lacks 4.5:1 contrast ratio,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/9e878f64-b8a4-11f0-b13a-430b8706e058/issue/5a2f73d8-bebf-11f0-9a01-c707a857d243,,,,
DS-034,P2,2355211,Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit,report 4.csv,100,Input,core/components/atoms/input,1.4.3,Placeholder text lacks 4.5:1 contrast ratio,Serious,Open,Not Fixed,,,,,
DS-035,P2,2710774,Innovaccer - DAP and Analytics Web Audit - Retest,report 2.csv,6,Avatar,core/components/atoms/avatar,4.1.2,Interactive controls must not be nested,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/878fe7e8-63d0-11f1-8176-0f09a18241fa/issue/78b5f560-23ed-4e09-a02d-5f8ead478180,,,,
DS-035,P2,2710775,Innovaccer - DAP and Analytics Web Audit - Retest,report 2.csv,7,Avatar,core/components/atoms/avatar,4.1.2,Interactive controls must not be nested,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/878fe7e8-63d0-11f1-8176-0f09a18241fa/issue/9a895cd3-b1c8-4da0-95a4-a513902298fd,,,,
DS-035,P2,2710776,Innovaccer - DAP and Analytics Web Audit - Retest,report 2.csv,9,Avatar,core/components/atoms/avatar,4.1.2,Interactive controls must not be nested,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/878fe7e8-63d0-11f1-8176-0f09a18241fa/issue/c7a2d341-a64c-4feb-9c38-4e71bbd6fb74,,,,
DS-036,P2,2354578,Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit,report 4.csv,26,Heading,core/components/atoms/heading,1.3.1,Visual heading text is not marked as heading,Serious,Open,Not Fixed,,,,,
DS-036,P2,2340845,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,81,Heading,core/components/atoms/heading,1.3.1,Visual heading text is not marked as heading,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-036,P2,2341162,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,93,Heading,core/components/atoms/heading,1.3.1,Visual heading text is not marked as heading,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-037,P2,2352169,DS audit report,report 1.csv,7,Icon,core/components/atoms/icon,2.4.6,Programmatic label does not convey purpose of control,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/4168cca4-b4d9-11f0-b779-af87fbe40b3b,,,,
DS-037,P2,2356803,DS audit report,report 1.csv,10,Icon,core/components/atoms/icon,2.4.6,Programmatic label does not convey purpose of control,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/a2112acc-b666-11f0-992e-07b5028d022e,,,,
DS-037,P2,2350899,DS audit report,report 1.csv,21,Icon,core/components/atoms/icon,2.4.6,Programmatic label does not convey purpose of control,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/f9027608-b4a7-11f0-bb7a-8b06d72282b2,,,,
DS-038,P2,2355686,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,238,Modal / Sidesheet,"core/components/molecules/modal, core/components/molecules/sidesheet",2.4.3,Keyboard focus is not placed on opened modal,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-038,P2,2355689,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,240,Modal / Sidesheet,"core/components/molecules/modal, core/components/molecules/sidesheet",2.4.3,"Modal is closed, focus is not returned to trigger",Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-038,P2,2355690,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,241,Modal / Sidesheet,"core/components/molecules/modal, core/components/molecules/sidesheet",2.4.3,Keyboard focus is not maintained in modal,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-039,P3,2354589,Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit,report 4.csv,36,Button,core/components/atoms/button,2.4.6,Controls have same name but different actions,Serious,Open,Not Fixed,,,,,
DS-039,P3,2338934,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,6,Button,core/components/atoms/button,2.4.6,Controls have same name but different actions,Serious,Open,Partially Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-040,P3,2347771,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,41,Button,core/components/atoms/button,1.4.11,Focus indicator lacks 3 to 1 contrast ratio,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/7860a8b6-b3c2-11f0-b3d9-6708e3cad865,,,,
DS-040,P3,2342557,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,80,Button,core/components/atoms/button,1.4.11,Focus indicator lacks 3 to 1 contrast ratio,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/a7bb71aa-b0a1-11f0-8674-5bcf842fad68,,,,
DS-041,P3,2354402,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,210,Heading,core/components/atoms/heading,1.3.1,Heading levels are out of order,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-041,P3,2355333,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,228,Heading,core/components/atoms/heading,1.3.1,Heading levels are out of order,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-042,P3,2356802,DS audit report,report 1.csv,9,Icon,core/components/atoms/icon,2.5.3,Accessible name does not contain visible label,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/9d14035a-b666-11f0-b4d4-8b70bfcdccb7,,,,
DS-042,P3,2350901,DS audit report,report 1.csv,22,Icon,core/components/atoms/icon,2.5.3,Accessible name does not contain visible label,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/ffcc8ea6-b4a7-11f0-b4bd-dbb28b24a010,,,,
DS-043,P3,2345771,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,10,Icon,core/components/atoms/icon,1.4.11,An icon lacks 3 to 1 contrast ratio,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/8c26cea0-b301-11f0-8fd2-6ffd75deb2c5,,,,
DS-043,P3,2352215,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,11,Icon,core/components/atoms/icon,1.4.11,Active user interface component lacks 3 to 1 contrast ratio,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/4ee89e0c-b4e0-11f0-8f7e-ef0595daa015,,,,
DS-044,P3,2355213,Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit,report 4.csv,102,Input,core/components/atoms/input,3.3.2,Label is not persistent,Serious,Open,Not Fixed,,,,,
DS-044,P3,2353869,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,183,Input,core/components/atoms/input,3.3.2,Visible label missing,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-045,P3,2342547,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,79,Input,core/components/atoms/input,1.4.11,Active user interface component lacks 3 to 1 contrast ratio,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/360a0bb6-b0a1-11f0-9bb6-23e0b43838d2,,,,
DS-045,P3,2371019,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,90,Input,core/components/atoms/input,1.4.11,Active user interface component lacks 3 to 1 contrast ratio,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/9e878f64-b8a4-11f0-b13a-430b8706e058/issue/77b2999e-bebf-11f0-a397-abd48d9a902b,,,,
DS-046,P3,2354325,DS audit report,report 1.csv,13,InputWrapper,core/components/atoms/input,2.4.6,Programmatic label does not convey purpose of control,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/adfeca22-b587-11f0-8c33-af1a2315589e,,,,
DS-046,P3,2355000,DS audit report,report 1.csv,14,InputWrapper,core/components/atoms/input,2.4.6,Programmatic label does not convey purpose of control,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/b42da1b8-b5f8-11f0-82a4-47a77570ef89,,,,
DS-047,P3,2355001,DS audit report,report 1.csv,15,InputWrapper,core/components/atoms/input,2.5.3,Accessible name does not contain visible label,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/b42f3262-b5f8-11f0-879e-ab6f4625768e,,,,
DS-047,P3,2354327,DS audit report,report 1.csv,18,InputWrapper,core/components/atoms/input,2.5.3,Accessible name does not contain visible label,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/b62f4262-b587-11f0-9a17-d37ea9ed81db,,,,
DS-048,P3,2353650,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,176,Labelled controls (Input / Button / Select),"core/components/atoms/input, core/components/atoms/button, core/components/organisms/select",2.4.6,Programmatic label does not convey purpose of control,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-048,P3,2355669,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,236,Labelled controls (Input / Button / Select),"core/components/atoms/input, core/components/atoms/button, core/components/organisms/select",2.4.6,Programmatic label does not convey purpose of control,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-049,P3,2341391,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,97,Selection controls (Tabs / VerticalNav / Listbox / Chip),"core/components/molecules/tabs, core/components/organisms/verticalNav, core/components/organisms/listbox, core/components/atoms/chip",4.1.2,Selected state of the element is missing or incorrect,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-049,P3,2355420,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,231,Selection controls (Tabs / VerticalNav / Listbox / Chip),"core/components/molecules/tabs, core/components/organisms/verticalNav, core/components/organisms/listbox, core/components/atoms/chip",4.1.2,Selected state of the element is missing or incorrect,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-050,P3,2354587,Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit,report 4.csv,34,Select,core/components/organisms/select,3.3.2,Select or dropdown control missing a visible label,Moderate,Open,Not Fixed,,,,,
DS-050,P3,2355308,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,220,Select,core/components/organisms/select,3.3.2,Select or dropdown control missing a visible label,Moderate,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-051,P3,2374467,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,94,Button,core/components/atoms/button,2.4.6,Programmatic label does not convey purpose of control,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/9e878f64-b8a4-11f0-b13a-430b8706e058/issue/f72f3a88-c063-11f0-970b-171baf05e36b,,,,
DS-052,P3,2342218,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,55,Calendar,core/components/organisms/calendar,1.4.11,State of active component lacks 3 to 1 contrast ratio,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/e6a85ec6-b08f-11f0-ad84-db2b291369d2,,,,
DS-053,P3,2342288,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,56,Calendar,core/components/organisms/calendar,1.4.4,Content is lost at 200% zoom,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/2a4d8dba-b093-11f0-bf1a-0b5dfd65e41c,,,,
DS-054,P3,2342682,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,33,Chip,core/components/atoms/chip,4.1.2,Selected state of the element is missing or incorrect,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/36d85e5e-b0aa-11f0-be00-dff4403ee0a0,,,,
DS-055,P3,2340910,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,85,Chip / Grid (nested interactive),"core/components/atoms/chip, core/components/organisms/grid",4.1.2,Interactive controls must not be nested,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-056,P3,2352499,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,21,Dropdown,core/components/atoms/dropdown,1.4.3,Elements must meet minimum color contrast ratio thresholds,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/837eebfb-29ac-4ada-9518-d87bb5017bcf,,,,
DS-057,P3,2356036,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,25,Dropdown,core/components/atoms/dropdown,4.1.3,Status message not automatically announced,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/afaffae6-b657-11f0-a746-7bcf6775ac61,,,,
DS-058,P3,2356956,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,46,Dropdown,core/components/atoms/dropdown,2.5.3,Accessible name does not contain visible label,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/9ef872bc-b6d1-11f0-bee4-3b2966469546,,,,
DS-059,P3,2374365,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,93,Dropdown,core/components/atoms/dropdown,1.4.11,State of active component lacks 3 to 1 contrast ratio,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/9e878f64-b8a4-11f0-b13a-430b8706e058/issue/f59135ae-c05a-11f0-8a98-6725c2aabfaa,,,,
DS-060,P3,2711412,Innovaccer - DAP and Analytics Web Audit - Retest,report 2.csv,3,Grid,core/components/organisms/grid,2.5.8,"All touch targets must be 24px large, or leave sufficient space",Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/878fe7e8-63d0-11f1-8176-0f09a18241fa/issue/26c7ba8b-0932-4c36-83af-af95b67b57b5,,,,
DS-061,P3,2352502,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,24,Grid,core/components/organisms/grid,2.1.1,Scrollable region must have keyboard access,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/adfabab7-ff84-4e4f-bc84-4b4d3bfea18e,,,,
DS-062,P3,2371082,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,88,Grid,core/components/organisms/grid,4.1.2,Button does not have a role,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/9e878f64-b8a4-11f0-b13a-430b8706e058/issue/b30cad80-bec0-11f0-88fc-5f8e724f62a5,,,,
DS-063,P3,2345533,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,59,Icon,core/components/atoms/icon,2.4.6,Controls have same name but different actions,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/22aa5056-b2f6-11f0-8c3a-4fb1e3887bab,,,,
DS-064,P3,2355220,Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit,report 4.csv,104,Input,core/components/atoms/input,1.3.5,Identify input purpose missing,Serious,Open,Not Fixed,,,,,
DS-065,P3,2351366,DS audit report,report 1.csv,11,Label,core/components/atoms/label,2.4.6,Programmatic label does not convey purpose of control,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/a6239db2-b4c1-11f0-b1b2-2fdf28617c6c,,,,
DS-066,P3,2351367,DS audit report,report 1.csv,12,Label,core/components/atoms/label,2.5.3,Accessible name does not contain visible label,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/acd43acc-b4c1-11f0-9750-87c95ffa0d7f,,,,
DS-067,P3,2355862,DS audit report,report 1.csv,17,Label,core/components/atoms/label,2.4.3,Keyboard focus is lost or misplaced due to user interaction or content update,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/b618a748-b64d-11f0-bc5a-5b46cc33d962,,,,
DS-068,P3,2342435,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,35,Link,core/components/atoms/link,1.4.1,Link contrast is not at least 3:1 with surrounding text,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/b42a3a5c-b09c-11f0-ac65-cfe8d5ae474b,,,,
DS-069,P3,2340406,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,76,Link,core/components/atoms/link,4.1.2,Link does not have a role,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-070,P3,2355692,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,242,Modal / Sidesheet,"core/components/molecules/modal, core/components/molecules/sidesheet",1.3.2,Able to browse outside modal with screen reader,Serious,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-071,P3,2346006,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,60,PageHeader,core/components/organisms/pageHeader,1.4.12,Text spacing content cut off,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/01f86452-b309-11f0-835d-3fa4a4e44946,,,,
DS-072,P3,2422812,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,48,PlaceholderParagraph,core/components/atoms/placeholderParagraph,1.4.11,Graphical object lacks 3 to 1 contrast ratio,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/d2879190-d719-11f0-9fe2-9be958675f4a,,,,
DS-073,P3,2356033,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,23,Popover,core/components/molecules/popover,1.4.11,Focus indicator lacks 3 to 1 contrast ratio,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/a9cac43a-b657-11f0-bbeb-cfccd33a9607,,,,
DS-074,P3,2343949,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,30,Popover,core/components/molecules/popover,1.4.3,Text content lacks 4.5:1 contrast ratio,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/12a4941c-b0d7-11f0-a5a6-8b3bc079b7f0,,,,
DS-075,P3,2340918,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,64,RichTextEditor,core/components/atoms/editable,1.3.1,Visual list is not marked up as list,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/1d995990-afe5-11f0-ad7a-3b33025e1ba9,,,,
DS-076,P3,2340919,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,65,RichTextEditor,core/components/atoms/editable,4.1.2,Button pressed state is not conveyed,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/2fb0c550-afe5-11f0-a396-c35612da221e,,,,
DS-077,P3,2350797,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,66,RichTextEditor,core/components/atoms/editable,2.4.6,Controls have same name but different actions,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/ab7db0e4-b49f-11f0-8923-cb5e0019b8a8,,,,
DS-078,P3,2412009,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,67,RichTextEditor,core/components/atoms/editable,2.4.6,Programmatic label does not convey purpose of control,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/9748bd9a-d37a-11f0-9bf5-e3e8a159a633,,,,
DS-079,P3,2413964,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,68,RichTextEditor,core/components/atoms/editable,4.1.2,Selected state of the element is missing or incorrect,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/d5d6de78-d43a-11f0-9169-4ba84c19e1eb,,,,
DS-080,P3,2412007,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,71,RichTextEditor,core/components/atoms/editable,4.1.2,Expand/collapse state of the element is missing or incorrect,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/7b3a9fec-d37a-11f0-afa7-f7e9eb38f67f,,,,
DS-081,P3,2355860,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,77,RichTextEditor,core/components/atoms/editable,1.4.13,Additional content not dismissible,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/e1b4ec6e-b64c-11f0-b876-a74ab35fe6cb,,,,
