Group ID,Scope,DS Component,DS Source Path,Open Occurrences,Fixed Occurrences,Out of Scope Occurrences,Not Applicable Occurrences,Auditor Status Breakdown,Component Attribution Confidence,Issue Summary,Deque Rule ID,WCAG SC,SC Title,WCAG 2.2 Level,Guideline,Principle,Max Impact,Duplicate Occurrences,Impact Breakdown,Source Reports,Deque Issue IDs,Auditor Issue Links,Auditor Link Precision,Auditor Test Run URLs,Test Run Names,Affected Test Units,Recommended Remediation,Remediation Status,Fixed in DS Version (CHANGELOG match),CHANGELOG Evidence
A11Y-036,Design System — component,Heading,core/components/atoms/heading,3,0,0,0,Open:3,Medium (inferred from Deque rule id),Visual heading text is not marked as heading,semantic-heading,1.3.1,Info and Relationships,A,1.3 Adaptable,1 Perceivable,Serious,3,Serious:3,"Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit, Innovaccer - User Admin and Help Guide Web Audit","2340845, 2341162, 2354578","2340845
2341162
2354578",Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Admin Overview | Help - DAP - Overview,"Convey structure semantically: real `<ul>/<ol>` with only `<li>` children, `<table>` with `<th scope>` header cells, heading levels in sequential order, and programmatically associated group labels (`<fieldset>/<legend>` or `role=""group""` + `aria-labelledby`).",Open — remediation required (3 occurrences),,
A11Y-037,Design System — component,Heading,core/components/atoms/heading,2,0,1,0,"Open:2, Out of scope:1",Medium (inferred from Deque rule id),Heading levels are out of order,heading-level-order,1.3.1,Info and Relationships,A,1.3 Adaptable,1 Perceivable,Serious,3,Serious:3,Innovaccer - User Admin and Help Guide Web Audit,"2354257, 2354402, 2355333","2354257
2354402
2355333",Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Help - DAP - Overview | Help Center,"Convey structure semantically: real `<ul>/<ol>` with only `<li>` children, `<table>` with `<th scope>` header cells, heading levels in sequential order, and programmatically associated group labels (`<fieldset>/<legend>` or `role=""group""` + `aria-labelledby`).",Partially fixed — 2 of 3 occurrences still open per auditor,,
A11Y-038,Design System — component,Input,core/components/atoms/input,1,0,2,0,"Open:1, Out of scope:2",Medium (inferred from Deque rule id),Identify input purpose missing,id-input-purpose-missing,1.3.5,Identify Input Purpose,AA,1.3 Adaptable,1 Perceivable,Serious,3,Serious:3,"Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit, Innovaccer - User Admin and Help Guide Web Audit","2347995, 2354204, 2355220","2347995
2354204
2355220",Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,How can we improve this article dialog | Search Combobox | Search and fill out form,"Add the correct `autocomplete` token (`name`, `email`, `tel`, `postal-code`, …) to inputs collecting known user data.",Partially fixed — 1 of 3 occurrences still open per auditor,,
A11Y-039,Design System — component,Modal / Sidesheet,"core/components/molecules/modal, core/components/molecules/sidesheet",1,1,1,0,"Fixed:1, Open:1, Out of scope:1",Medium (inferred from Deque rule id),Able to browse outside modal with screen reader,reading-order-browse-outside-modal,1.3.2,Meaningful Sequence,A,1.3 Adaptable,1 Perceivable,Serious,3,Serious:3,Innovaccer - User Admin and Help Guide Web Audit,"2347679, 2355151, 2355692","2347679
2355151
2355692",Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Admin - Secondary Header | How can we improve this article dialog | Own User details page,"Make DOM order match visual reading order; inject dynamically revealed content (menus, popovers, inline messages) immediately after its trigger and keep hidden content out of the reading order with `hidden`/`display:none` rather than visual offsets.",Partially fixed — 1 of 3 occurrences still open per auditor,,
A11Y-040,Product / page level,N/A — product DOM order,,2,1,0,0,"Fixed:1, Open:2",N/A (not a DS defect),Hidden content is readable with a screen reader,reading-order-hidden-content,1.3.2,Meaningful Sequence,A,1.3 Adaptable,1 Perceivable,Serious,3,Serious:3,Innovaccer - User Admin and Help Guide Web Audit,"2345099, 2354414, 2355424","2345099
2354414
2355424",Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Base Role | Level of Access - Permissions tab | Project wide,"Make DOM order match visual reading order; inject dynamically revealed content (menus, popovers, inline messages) immediately after its trigger and keep hidden content out of the reading order with `hidden`/`display:none` rather than visual offsets.",Not a DS defect — product/page level,,
A11Y-041,Design System — component,Modal / Sidesheet,"core/components/molecules/modal, core/components/molecules/sidesheet",1,1,1,0,"Fixed:1, Open:1, Out of scope:1",Medium (inferred from Deque rule id),Dialog / Alert Dialog: Dialog is missing appropriate role and/or attributes,custom-dialog,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Moderate,3,Moderate:3,Innovaccer - User Admin and Help Guide Web Audit,"2347969, 2353885, 2355683","2347969
2353885
2355683",Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Admin - Secondary Header | How can we improve this article dialog | Own User details page,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Partially fixed — 1 of 3 occurrences still open per auditor,,
A11Y-042,Design System — component,Tabs,core/components/molecules/tabs,1,1,1,0,"Fixed:1, Open:1, Out of scope:1",Medium (inferred from Deque rule id),Tab widget is missing appropriate roles and/or attributes,custom-tabs,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Moderate,3,Moderate:3,"Innovaccer - Incare Web Audit MDS issues found, Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit, Innovaccer - User Admin and Help Guide Web Audit","2349650, 2355398, 2356938","2349650
2355398
2356938: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/ea07fafe-b6cf-11f0-96b3-ef36ee09f0a3","Mixed — some occurrences deep-linked, others test-run only","https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d
https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510",Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,New Task | Own User details page,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Partially fixed — 1 of 3 occurrences still open per auditor,,
A11Y-043,Design System — component,Calendar,core/components/organisms/calendar,2,0,0,0,Open:2,High (matched DS markup in captured source),Function cannot be performed by keyboard alone,keyboard-inaccessible,2.1.1,Keyboard,A,2.1 Keyboard Accessible,2 Operable,Critical,2,Critical:2,"DS audit report, Innovaccer - Incare Web Audit MDS issues found","2342217, 2350978","2342217: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/c6dbdeec-b08f-11f0-ac47-570aabcec047
2350978: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/ddada976-b4ad-11f0-91d4-d78827825c18",Per-issue deep link,"https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814
https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d",Innovaccer - Design System Audit_10-29-25-12:53 | Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Calendar | Date Picker,"Make every interactive element operable by keyboard alone: use native `<button>`/`<a>`, or add `tabIndex={0}` plus Enter/Space handlers via the shared space-key utility; give scrollable regions a focusable container.",Open — remediation required (2 occurrences),,
A11Y-044,Design System — component,Icon,core/components/atoms/icon,2,0,0,0,Open:2,High (matched DS markup in captured source),Text alternative does not present same info as image / Images must have alternative text,"alt-text-different, image-alt",1.1.1,Non-text Content,A,1.1 Text Alternatives,1 Perceivable,Critical,2,"Critical:1, Serious:1","DS audit report, Innovaccer - Incare Web Audit MDS issues found","2350077, 2353861","2350077: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/07e2d2f8-ffc8-4388-9df2-55c3af4609b8
2353861: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/2bf4eb16-b577-11f0-8d84-6f8e2e5d3a42",Per-issue deep link,"https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814
https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d",Innovaccer - Design System Audit_10-29-25-12:53 | Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Chronic Care Management | Create password,"Give informative images/icons a text alternative that conveys the same information (Icon `name` is not an alt text — pass `aria-label`); mark purely decorative graphics `aria-hidden=""true""` with an empty accessible name.",Open — remediation required (2 occurrences),,
A11Y-045,Product / page level,N/A — product DOM order,,0,2,0,0,Fixed:2,N/A (not a DS defect),Reading order of static content changes meaning,reading-order-not-logical,1.3.2,Meaningful Sequence,A,1.3 Adaptable,1 Perceivable,Critical,2,Critical:2,Innovaccer - User Admin and Help Guide Web Audit,"2345602, 2346106","2345602
2346106",Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Admin Overview | Base Role,"Make DOM order match visual reading order; inject dynamically revealed content (menus, popovers, inline messages) immediately after its trigger and keep hidden content out of the reading order with `hidden`/`display:none` rather than visual offsets.",Not a DS defect — product/page level,,
A11Y-046,Design System — component,Tooltip,core/components/molecules/tooltip,1,1,0,0,"Fixed:1, Open:1",High (declared in source report),Tooltip content is not accessible to screen readers,custom-tooltip,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Critical,2,Critical:2,Innovaccer - Incare Web Audit MDS issues found,"2347815, 2348868","2347815: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/2c224d6e-b3c3-11f0-bf82-0b5a5534aa28
2348868: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/a7adb244-b40d-11f0-aabc-133caf68f3cc",Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Document | Encounters,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Partially fixed — 1 of 2 occurrences still open per auditor,,
A11Y-047,Design System — component,Button,core/components/atoms/button,2,0,0,0,Open:2,High (declared in source report),Focus indicator lacks 3 to 1 contrast ratio,contrast-focus-indicator,1.4.11,Non-text Contrast,AA,1.4 Distinguishable,1 Perceivable,Serious,2,Serious:2,Innovaccer - Incare Web Audit MDS issues found,"2342557, 2347771","2342557: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/a7bb71aa-b0a1-11f0-8674-5bcf842fad68
2347771: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/7860a8b6-b3c2-11f0-b3d9-6708e3cad865",Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Community Resources | Patient Consent,"Ensure non-text contrast ≥ 3:1 against adjacent colours for focus indicators, active/selected UI-component boundaries, and meaningful icons; use the focus-ring and border tokens rather than hard-coded colours.",Open — remediation required (2 occurrences),,
A11Y-048,Design System — component,Heading,core/components/atoms/heading,0,2,0,0,Fixed:2,Medium (inferred from Deque rule id),Text should not be marked as a heading,semantic-heading-misused,1.3.1,Info and Relationships,A,1.3 Adaptable,1 Perceivable,Serious,2,Serious:2,"Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit, Innovaccer - User Admin and Help Guide Web Audit","2350993, 2354577","2350993
2354577",Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Admin Overview | Base Role,"Convey structure semantically: real `<ul>/<ol>` with only `<li>` children, `<table>` with `<th scope>` header cells, heading levels in sequential order, and programmatically associated group labels (`<fieldset>/<legend>` or `role=""group""` + `aria-labelledby`).",Fixed — validated by auditor (2 closed); DS version not identifiable from CHANGELOG,,
A11Y-049,Design System — component,Icon,core/components/atoms/icon,2,0,0,0,Open:2,High (matched DS markup in captured source),Accessible name does not contain visible label,speech-accessible-name-mismatch,2.5.3,Label in Name,A,2.5 Input Modalities,2 Operable,Serious,2,Serious:2,DS audit report,"2350901, 2356802","2350901: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/ffcc8ea6-b4a7-11f0-b4bd-dbb28b24a010
2356802: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/9d14035a-b666-11f0-b4d4-8b70bfcdccb7",Per-issue deep link,https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814,Innovaccer - Design System Audit_10-29-25-12:53,Date Picker | Time Period Form,"Ensure the accessible name contains the visible label text, in the same order, so speech-input users can target the control by name.",Open — remediation required (2 occurrences),,
A11Y-050,Design System — component,Icon,core/components/atoms/icon,2,0,0,0,Open:2,High (declared in source report),An icon lacks 3 to 1 contrast ratio / Active user interface component lacks 3 to 1 contrast ratio,"contrast-graphical-objects-icon-3-1, contrast-uic-active-3-1",1.4.11,Non-text Contrast,AA,1.4 Distinguishable,1 Perceivable,Serious,2,Serious:2,Innovaccer - Incare Web Audit MDS issues found,"2345771, 2352215","2345771: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/8c26cea0-b301-11f0-8fd2-6ffd75deb2c5
2352215: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/4ee89e0c-b4e0-11f0-8f7e-ef0595daa015",Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Clinical Data | Edit contact details and preferences' dialog,"Ensure non-text contrast ≥ 3:1 against adjacent colours for focus indicators, active/selected UI-component boundaries, and meaningful icons; use the focus-ring and border tokens rather than hard-coded colours.",Open — remediation required (2 occurrences),,
A11Y-051,Design System — component,Input,core/components/atoms/input,2,0,0,0,Open:2,High (declared in source report),Active user interface component lacks 3 to 1 contrast ratio,contrast-uic-active-3-1,1.4.11,Non-text Contrast,AA,1.4 Distinguishable,1 Perceivable,Serious,2,Serious:2,Innovaccer - Incare Web Audit MDS issues found,"2342547, 2371019","2342547: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/360a0bb6-b0a1-11f0-9bb6-23e0b43838d2
2371019: https://axeauditor.dequecloud.com/test-run/9e878f64-b8a4-11f0-b13a-430b8706e058/issue/77b2999e-bebf-11f0-a397-abd48d9a902b",Per-issue deep link,"https://axeauditor.dequecloud.com/test-run/9e878f64-b8a4-11f0-b13a-430b8706e058
https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d",Innovaccer - Case and Care Management Web Mobile (Tablet) Audit_11-03-25-04:31 | Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Assessments | Patient Consent,"Ensure non-text contrast ≥ 3:1 against adjacent colours for focus indicators, active/selected UI-component boundaries, and meaningful icons; use the focus-ring and border tokens rather than hard-coded colours.",Open — remediation required (2 occurrences),,
A11Y-052,Design System — component,InputWrapper,core/components/atoms/input,2,0,0,0,Open:2,High (matched DS markup in captured source),Programmatic label does not convey purpose of control,label-programmatic-not-descriptive,2.4.6,Headings and Labels,AA,2.4 Navigable,2 Operable,Serious,2,Serious:2,DS audit report,"2354325, 2355000","2354325: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/adfeca22-b587-11f0-8c33-af1a2315589e
2355000: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/b42da1b8-b5f8-11f0-82a4-47a77570ef89",Per-issue deep link,https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814,Innovaccer - Design System Audit_10-29-25-12:53,Create User Form | Date Range Picker,"Give each control a unique, descriptive programmatic label that starts with its visible text; disambiguate repeated controls (e.g. multiple ""Edit"" buttons) with row/section context, and use meaningful `title`/heading text.",Open — remediation required (2 occurrences),,
A11Y-053,Design System — component,InputWrapper,core/components/atoms/input,2,0,0,0,Open:2,High (matched DS markup in captured source),Accessible name does not contain visible label,speech-accessible-name-mismatch,2.5.3,Label in Name,A,2.5 Input Modalities,2 Operable,Serious,2,Serious:2,DS audit report,"2354327, 2355001","2354327: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/b62f4262-b587-11f0-9a17-d37ea9ed81db
2355001: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/b42f3262-b5f8-11f0-879e-ab6f4625768e",Per-issue deep link,https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814,Innovaccer - Design System Audit_10-29-25-12:53,Create User Form | Date Range Picker,"Ensure the accessible name contains the visible label text, in the same order, so speech-input users can target the control by name.",Open — remediation required (2 occurrences),,
A11Y-054,Design System — component,Link,core/components/atoms/link,0,0,2,0,Out of scope:2,Medium (inferred from Deque rule id),Purpose of link is not clear in context,link-purpose-unclear,2.4.4,Link Purpose (In Context),A,2.4 Navigable,2 Operable,Serious,2,Serious:2,"Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit, Innovaccer - User Admin and Help Guide Web Audit","2341914, 2355100","2341914
2355100",Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,"Make link purpose clear from the link text alone, or supplement it with `aria-label` / visually hidden text.",Out of scope — 3rd-party / Help Center content,,
A11Y-055,Design System — component,Select,core/components/organisms/select,2,0,0,0,Open:2,Medium (inferred from Deque rule id),Select or dropdown control missing a visible label,label-is-missing-select,3.3.2,Labels or Instructions,A,3.3 Input Assistance,3 Understandable,Moderate,2,Moderate:2,"Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit, Innovaccer - User Admin and Help Guide Web Audit","2354587, 2355308","2354587
2355308",Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Admin Overview,Provide a persistent visible `<label>` associated with every input — placeholder text is not a label; add labels to native and custom selects.,Open — remediation required (2 occurrences),,
A11Y-056,Design System — component,Button,core/components/atoms/button,1,0,0,0,Open:1,High (matched DS markup in captured source),Function cannot be performed by keyboard alone,keyboard-inaccessible,2.1.1,Keyboard,A,2.1 Keyboard Accessible,2 Operable,Critical,1,Critical:1,DS audit report,2355007,2355007: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/b438917c-b5f8-11f0-87a4-8fe2a1fb1b29,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814,Innovaccer - Design System Audit_10-29-25-12:53,Date Range Picker,"Make every interactive element operable by keyboard alone: use native `<button>`/`<a>`, or add `tabIndex={0}` plus Enter/Space handlers via the shared space-key utility; give scrollable regions a focusable container.",Open — remediation required (1 occurrences),,
A11Y-057,Design System — component,Card,core/components/atoms/card,1,0,0,0,Open:1,High (declared in source report),Informative (static) content is not readable by a screen reader,reading-order-content-skipped,1.3.2,Meaningful Sequence,A,1.3 Adaptable,1 Perceivable,Critical,1,Critical:1,Innovaccer - Incare Web Audit MDS issues found,2408293,2408293: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/d6f22e42-d0df-11f0-8e8e-3f5ea5d9b7b2,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Patient Consent,"Make DOM order match visual reading order; inject dynamically revealed content (menus, popovers, inline messages) immediately after its trigger and keep hidden content out of the reading order with `hidden`/`display:none` rather than visual offsets.",Open — remediation required (1 occurrences),,
A11Y-058,Design System — component,Dropdown,core/components/atoms/dropdown,0,1,0,0,Fixed:1,High (declared in source report),Combobox is missing appropriate roles and/or attributes,custom-combobox,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Critical,1,Critical:1,Innovaccer - Incare Web Audit MDS issues found,2345285,2345285: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/96abc6b4-b2ed-11f0-aa33-8795c35bb099,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Edit contact details and preferences' dialog,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Fixed — validated by auditor (1 closed),4.26.0,Dropdown: hide decorative option icons from screen readers
A11Y-059,Design System — component,Grid,core/components/organisms/grid,0,1,0,0,Fixed:1,High (declared in source report),Content should be in a data table but is not,semantic-data-table,1.3.1,Info and Relationships,A,1.3 Adaptable,1 Perceivable,Critical,1,Critical:1,Innovaccer - Incare Web Audit MDS issues found,2346252,2346252: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/251a1dd4-b31f-11f0-8877-ff473b26d2ef,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Profile,"Convey structure semantically: real `<ul>/<ol>` with only `<li>` children, `<table>` with `<th scope>` header cells, heading levels in sequential order, and programmatically associated group labels (`<fieldset>/<legend>` or `role=""group""` + `aria-labelledby`).",Fixed — validated by auditor (1 closed),4.26.0,Grid: accessible table cell/row structure
A11Y-060,Design System — component,Heading,core/components/atoms/heading,1,0,0,0,Open:1,High (matched DS markup in captured source),Function cannot be performed by keyboard alone,keyboard-inaccessible,2.1.1,Keyboard,A,2.1 Keyboard Accessible,2 Operable,Critical,1,Critical:1,DS audit report,2350975,2350975: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/c5b9ce80-b4ad-11f0-91c8-f3e2bd3141f9,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814,Innovaccer - Design System Audit_10-29-25-12:53,Date Picker,"Make every interactive element operable by keyboard alone: use native `<button>`/`<a>`, or add `tabIndex={0}` plus Enter/Space handlers via the shared space-key utility; give scrollable regions a focusable container.",Open — remediation required (1 occurrences),,
A11Y-061,Design System — component,Icon,core/components/atoms/icon,0,1,0,0,Fixed:1,High (declared in source report),The element's role is missing or incorrect,aria-role-missing,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Critical,1,Critical:1,Innovaccer - Incare Web Audit MDS issues found,2424741,2424741: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/3d24b18c-d903-11f0-a3d8-e71e91a834d8,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,My Case details page,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Fixed — validated by auditor (1 closed),4.26.0,Icon: announce aria-label instead of icon name (role=img)
A11Y-062,Design System — component,Icon,core/components/atoms/icon,0,1,0,0,Fixed:1,High (declared in source report),Function cannot be performed by keyboard alone,keyboard-inaccessible,2.1.1,Keyboard,A,2.1 Keyboard Accessible,2 Operable,Critical,1,Critical:1,Innovaccer - Incare Web Audit MDS issues found,2356945,2356945: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/409c83a2-b6d1-11f0-b3f9-a747c3e26e90,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,New Task,"Make every interactive element operable by keyboard alone: use native `<button>`/`<a>`, or add `tabIndex={0}` plus Enter/Space handlers via the shared space-key utility; give scrollable regions a focusable container.",Fixed — validated by auditor (1 closed); DS version not identifiable from CHANGELOG,,
A11Y-063,Design System — component,Input,core/components/atoms/input,0,1,0,0,Fixed:1,Medium (inferred from Deque rule id),Form field is missing an accessible name,form-label-missing,1.3.1,Info and Relationships,A,1.3 Adaptable,1 Perceivable,Critical,1,Critical:1,Innovaccer - User Admin and Help Guide Web Audit,2349648,2349648,Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Own User details page,"Convey structure semantically: real `<ul>/<ol>` with only `<li>` children, `<table>` with `<th scope>` header cells, heading levels in sequential order, and programmatically associated group labels (`<fieldset>/<legend>` or `role=""group""` + `aria-labelledby`).",Fixed — validated by auditor (1 closed); DS version not identifiable from CHANGELOG,,
A11Y-064,Design System — component,Listbox,core/components/organisms/listbox,1,0,0,0,Open:1,High (matched DS markup in captured source),Custom select does not have a role and/or state,select-missing-role-state,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Critical,1,Critical:1,DS audit report,2354809,2354809: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/382a9f0e-b5b6-11f0-ab4d-a772ced5f2b5,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814,Innovaccer - Design System Audit_10-29-25-12:53,Create User Form,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Open — remediation required (1 occurrences),,
